isin,year,Scope 1,Scope 2 (location based),Scope 2 (market based),Scope 3 (total),Scope 3 (cat 1),Scope 3 (cat 2),Scope 3 (cat 3),Scope 3 (cat 4),Scope 3 (cat 5),Scope 3 (cat 6),Scope 3 (cat 7),Scope 3 (cat 8),Scope 3 (cat 9),Scope 3 (cat 10),Scope 3 (cat 11),Scope 3 (cat 12),Scope 3 (cat 13),Scope 3 (cat 14),Scope 3 (cat 15),CountryName
US9291601097,2016,294,119595,130088,105804,66377,110394,71897,13764,63853,88584,158659,107648,108521,174419,97449,27122,225091,213695,119931,UNITED STATES
US9291601097,2017,321,63210,160947,210763,155516,166176,29204,233360,139530,39253,201249,127611,50976,281194,181621,63074,43250,148565,10588,UNITED STATES
US9291601097,2018,304,168889,222098,248377,63074,284908,58880,37875,179898,125727,102370,187558,253501,185069,238672,41251,99117,212467,1118,UNITED STATES
US9291601097,2019,316,89235,154709,224018,97704,20475,58824,100782,228029,185991,137816,249256,283276,251388,58638,190410,271564,105731,72445,UNITED STATES
US9291601097,2020,290,229591,25115,159941,260745,195466,223037,115593,96336,42005,133287,267410,78051,282482,119518,58749,96221,93565,115780,UNITED STATES
US9291601097,2021,301,166689,55676,283836,241346,99423,242026,263627,72944,75232,33770,66173,246643,43782,225450,174499,200903,75246,278843,UNITED STATES
US9291601097,2022,346,60447,241958,214290,204055,170143,197712,99709,12749,17929,78360,69339,6550,110385,3758,228222,80644,9853,69635,UNITED STATES
US9291601097,2023,334,204819,201139,89053,19010,109585,188056,153201,7640,1657,60266,248116,283127,65288,140228,1234,6828,206395,269624,UNITED STATES
JP3754500001,2013,327,8582,183483,276573,35452,214526,113020,252994,235689,136189,4226,123179,113371,108766,161323,38402,273689,135617,120257,JAPAN
JP3754500001,2014,299,225835,256764,4683,181273,103587,270125,100929,251337,45699,111845,110646,77768,160255,195099,247301,182120,265232,202948,JAPAN
JP3754500001,2015,334,197805,3825,218619,22065,252512,58904,18221,86130,286280,153572,284672,160783,14416,150068,235191,78361,114632,38203,JAPAN
JP3754500001,2016,384,274944,77291,216293,137999,148775,22832,286973,23280,10963,167061,247730,115786,241105,84345,184885,162615,13942,40780,JAPAN
JP3754500001,2017,422,279364,191618,29633,108474,278055,266958,60892,264993,35234,111855,30577,233933,262471,183025,249315,156428,274102,221923,JAPAN
JP3754500001,2018,451,47121,89071,25212,166409,156400,4992,287935,249484,124323,157186,241831,17794,152966,195617,70397,275735,111056,155362,JAPAN
JP3754500001,2019,486,233127,65487,229381,159947,45334,217405,69737,100824,19851,18268,12391,203188,34157,81348,32555,285472,106924,117686,JAPAN
JP3754500001,2020,531,129296,102447,161009,220519,166856,277525,220346,155851,67072,165790,109851,137377,200574,124240,48782,63665,131328,288149,JAPAN
JP3754500001,2021,531,258077,141560,134650,7393,26408,189348,199165,10143,603,140608,251521,273746,166625,59676,251713,156809,61054,94736,JAPAN
JP3754500001,2022,589,40936,109091,28870,117001,137120,170302,58307,247542,94469,140575,82824,108202,233416,109344,170792,111297,101445,58628,JAPAN
JP3754500001,2023,606,244185,192299,216500,104422,59295,3065,79438,14006,204503,172299,251588,243913,281625,191592,16050,88113,147589,240403,JAPAN
ZAE000180865,2013,299,55125,103394,472,158797,248417,57131,166420,119855,2676,287042,187043,280065,54364,277341,3160,173997,261447,70027,SOUTH AFRICA
ZAE000180865,2014,317,117770,120781,63725,217229,193756,168349,18944,60384,204561,277711,71009,188149,172195,219848,121886,110446,186833,91555,SOUTH AFRICA
ZAE000180865,2015,344,116728,19255,263309,236708,251772,165314,198320,185353,34958,249626,151975,89597,237551,153452,250469,198041,22633,63723,SOUTH AFRICA
ZAE000180865,2016,358,128266,230040,40088,285942,160437,75344,127048,54890,177778,210402,103475,90599,37213,244335,28779,23793,82869,259376,SOUTH AFRICA
ZAE000180865,2017,381,46288,208961,182702,239588,243423,159490,179230,27340,115032,181451,8147,261429,102752,265463,27631,62056,195495,38440,SOUTH AFRICA
ZAE000180865,2018,395,82838,85333,260862,140951,272696,146550,211837,232247,74092,45185,180411,226494,243092,204655,86615,15604,156366,283487,SOUTH AFRICA
ZAE000180865,2019,414,123117,218462,143946,4696,265928,163438,8250,203535,288539,134046,3623,12428,288203,249865,91996,81108,232201,262637,SOUTH AFRICA
ZAE000180865,2020,367,255361,236520,175842,96634,285693,236496,229850,143292,114842,115913,265924,159598,137324,234268,57482,128826,127063,136209,SOUTH AFRICA
ZAE000180865,2021,337,105312,220610,3316,282566,173735,168641,16577,41404,102766,200555,34045,268141,36900,81322,103450,213706,174924,19751,SOUTH AFRICA
ZAE000180865,2022,362,14597,48492,165156,163797,162537,213297,187419,93315,229351,202913,224916,31961,141352,10327,230630,126429,249846,182596,SOUTH AFRICA
ZAE000180865,2023,355,140790,251405,248439,203986,267314,212183,63292,226478,159176,111229,176353,188012,168086,169071,121431,206821,13385,140266,SOUTH AFRICA
BMG8086V1467,2013,298,266255,152155,165253,119436,153392,232092,153589,268769,256111,13961,46608,208998,18755,31875,20582,150329,158700,74365,BERMUDA
BMG8086V1467,2014,315,174387,167806,20141,12098,7252,166152,84871,203838,577,251075,67144,273962,151189,112931,162595,148280,86758,74132,BERMUDA
BMG8086V1467,2015,305,167800,187221,66122,110240,51415,231190,227209,212440,102699,167020,178769,137356,43977,144077,111301,162204,230708,226178,BERMUDA
BMG8086V1467,2016,305,267711,188514,206128,183934,278654,214612,249672,287346,45704,121537,42452,268325,67027,23693,193628,128391,254927,84353,BERMUDA
BMG8086V1467,2017,302,229751,32275,168265,13523,46986,85014,60179,64293,162529,52501,26617,279007,193108,126784,241876,38368,262290,195634,BERMUDA
BMG8086V1467,2018,292,136489,251201,56872,236774,284350,276099,179279,162111,199455,159517,46968,37052,50922,215289,235973,67127,88023,284213,BERMUDA
BMG8086V1467,2019,314,169832,65839,282909,23291,179558,35108,76159,135160,157493,170358,50338,220746,75640,228345,64101,197468,61580,146674,BERMUDA
BMG8086V1467,2020,314,85199,204378,108146,279598,34575,207634,56073,259326,153545,111912,275039,110149,99180,96864,47313,224165,144147,109291,BERMUDA
BMG8086V1467,2021,336,272943,49168,10393,190607,21996,61064,92106,137682,132154,36025,161309,267781,181330,101102,6939,62588,12093,250275,BERMUDA
BMG8086V1467,2022,321,60196,39035,36496,234033,86634,22091,251740,256671,284964,180860,50943,164252,277520,24752,149968,63341,250826,115684,BERMUDA
BMG8086V1467,2023,364,148150,220990,198195,124479,912,154671,123323,34438,268788,104317,68269,96148,177549,195948,122191,243819,75892,152022,BERMUDA
BRFLRYACNOR5,2013,309,286752,86094,252686,205884,234182,190525,19906,77246,152943,75345,91016,139353,178175,277145,106728,274194,283927,188825,BRAZIL
BRFLRYACNOR5,2014,338,273505,115843,129110,242533,238512,277978,116719,190115,253341,29135,3624,73911,91797,81105,234793,193295,6481,79868,BRAZIL
BRFLRYACNOR5,2015,384,9384,83643,229842,186469,210076,2191,264993,273584,105804,22313,12214,183546,152324,224719,272893,138252,150491,111318,BRAZIL
BRFLRYACNOR5,2016,409,146612,160639,186915,245985,14812,211999,1675,177777,173799,79459,194005,77240,173259,8692,186426,28987,136985,264885,BRAZIL
BRFLRYACNOR5,2017,447,66311,5336,151031,59288,263824,91686,142859,45520,99713,8772,279901,118138,277668,119059,213606,90573,26279,255538,BRAZIL
BRFLRYACNOR5,2018,384,14400,127415,34259,41243,8836,27746,76937,135574,255871,278516,105807,166237,221276,33306,41360,172122,268978,140266,BRAZIL
BRFLRYACNOR5,2019,370,68161,14413,77960,64356,61568,257240,5347,167183,257401,219601,168821,280460,105583,288523,124253,158111,137888,15675,BRAZIL
BRFLRYACNOR5,2020,370,154897,125388,114604,57386,5985,59281,70549,47057,147555,19044,49237,232755,254110,13620,200744,84235,266219,278199,BRAZIL
BRFLRYACNOR5,2021,396,131138,128124,75853,195984,163511,253008,180186,192204,36689,149374,270667,106124,115800,77047,216598,18759,19915,69405,BRAZIL
BRFLRYACNOR5,2022,416,263232,149982,321,259044,13208,283312,203963,174432,113008,284758,281966,104465,257739,74776,168499,196680,111037,261558,BRAZIL
BRFLRYACNOR5,2023,371,73113,184298,16139,264611,169052,28470,81642,207088,260087,35574,21975,149432,25981,240514,91109,100125,152526,105071,BRAZIL
KYG2453A1085,2013,294,237779,135967,170823,160331,146569,258198,141414,69333,133445,27486,75151,218418,149596,68246,89518,158116,53928,149905,CAYMAN ISLANDS
KYG2453A1085,2014,323,89148,155225,107054,284995,273174,32088,1721,119571,249297,226979,241448,250689,215821,83500,140908,191159,177672,286062,CAYMAN ISLANDS
KYG2453A1085,2015,349,176764,42616,65598,112706,211277,163734,219229,287514,64921,120512,125577,263259,148161,221422,144105,46718,183202,4307,CAYMAN ISLANDS
KYG2453A1085,2016,371,102898,43909,282890,226668,203147,87200,151959,137552,83521,257639,200588,279026,489,147717,258615,185862,144227,233902,CAYMAN ISLANDS
KYG2453A1085,2017,378,146612,28746,224812,40267,1416,180987,106819,141445,286769,259007,52086,250280,271816,11228,2281,119899,280245,269302,CAYMAN ISLANDS
KYG2453A1085,2018,423,5183,154006,168995,160540,175728,27227,283734,30655,57576,24742,266987,32219,97589,203346,55736,113162,93424,71338,CAYMAN ISLANDS
KYG2453A1085,2019,437,151249,117343,83470,12633,176061,205229,135211,38839,79582,281560,168537,179182,284423,182551,10380,168490,165241,59640,CAYMAN ISLANDS
KYG2453A1085,2020,388,20812,260633,97206,137282,286874,151613,72088,276369,88891,209567,157954,276881,122110,64568,17325,201245,130731,276061,CAYMAN ISLANDS
KYG2453A1085,2021,434,283338,79672,212831,84631,192856,264260,217849,165269,38550,275353,52409,19779,204843,261033,53178,39759,26023,126149,CAYMAN ISLANDS
KYG2453A1085,2022,447,76048,111306,39108,92681,171078,281011,221368,165838,87508,27195,165831,271861,269106,106022,217985,90166,80328,235724,CAYMAN ISLANDS
KYG2453A1085,2023,438,203679,179395,168102,177091,50675,66336,7830,274587,29149,97057,284950,228326,90255,194114,255473,188288,75499,33085,CAYMAN ISLANDS
KW0EQ0100036,2013,320,258265,129307,73205,211296,145443,245655,89098,139211,14340,266067,185561,126472,1663,63019,159382,224189,264177,108022,KUWAIT
KW0EQ0100036,2014,316,252172,123953,236276,152968,100651,49258,226183,275332,164766,20300,138111,40184,33296,282932,243532,240993,5470,278192,KUWAIT
KW0EQ0100036,2015,332,37300,4135,262333,112590,169809,10216,8903,66107,130637,91081,64451,89257,50494,265318,285661,175741,126466,231511,KUWAIT
KW0EQ0100036,2016,339,9367,197813,55974,31072,1331,3364,9568,116883,39956,72600,92617,83026,169739,135797,127959,185360,253868,126692,KUWAIT
KW0EQ0100036,2017,343,197139,114735,222437,104836,112144,36312,282465,143214,110554,123094,37000,239311,102592,178796,182583,231541,262018,10027,KUWAIT
KW0EQ0100036,2018,338,86707,47246,143683,119702,241939,19214,216915,227405,95979,185941,229692,216871,165165,79591,144323,134850,156063,257095,KUWAIT
KW0EQ0100036,2019,345,227955,167609,180197,31052,16771,287152,156527,13284,73759,264337,160360,225985,37649,173206,89723,17518,61837,32083,KUWAIT
KW0EQ0100036,2020,396,278058,231473,48786,227572,114062,168055,81369,86671,250714,270544,22121,5677,41869,245059,152983,199507,115312,29691,KUWAIT
KW0EQ0100036,2021,356,112052,187817,183192,121106,198332,186034,243603,202706,16507,219546,283823,24920,76800,114705,154724,151039,102245,95226,KUWAIT
KW0EQ0100036,2022,349,247689,182460,109270,95420,108166,268799,219007,123001,52259,149876,229222,193502,104697,262144,30270,231293,74401,122747,KUWAIT
KW0EQ0100036,2023,300,84956,77323,22571,264006,62249,5704,191414,52084,90039,257542,76257,132117,185238,209439,181538,209671,2227,253301,KUWAIT
BMG578481068,2013,312,262937,224042,122003,113809,41265,169401,33791,158903,100176,260699,46034,244136,91212,60646,241722,113665,241078,165565,BERMUDA
BMG578481068,2014,304,201524,159329,125292,62258,275202,234813,58082,123710,1328,28985,30254,156868,256998,215518,216399,104938,173308,233275,BERMUDA
BMG578481068,2015,325,139862,146871,206293,222034,102002,17315,51015,2244,195412,78272,275818,99392,95624,197264,213418,77438,112481,191781,BERMUDA
BMG578481068,2016,317,22052,269347,196631,123687,233923,92072,79322,223791,46974,45249,93763,101907,152056,194929,232677,107262,189349,192005,BERMUDA
BMG578481068,2017,346,137157,17018,88165,158026,34123,186461,2097,166270,186828,197966,60437,21965,150589,252784,119092,10673,61492,135209,BERMUDA
BMG578481068,2018,299,50848,221015,73778,158846,51914,184344,193057,273441,207265,188092,73518,285448,95917,46226,128137,227888,43730,48079,BERMUDA
BMG578481068,2019,301,229485,115276,16715,202627,17057,2064,35358,24786,132607,218533,134565,168169,144639,237954,269246,79289,238025,73503,BERMUDA
BMG578481068,2020,340,67571,173617,71417,255123,230703,245702,266921,225761,132796,212245,250188,203821,215135,219751,30414,118955,107771,20149,BERMUDA
BMG578481068,2021,374,192994,94789,197771,162164,198362,266938,283808,149624,70482,198503,128835,126906,149565,25517,110308,167448,23977,102310,BERMUDA
BMG578481068,2022,399,242751,232774,69490,180736,249944,6781,220289,278497,95737,1079,61057,211947,239306,175786,138078,132093,105491,241656,BERMUDA
BMG578481068,2023,400,58615,9290,168215,63650,41586,207361,133965,212212,105433,179223,101201,203659,25916,280263,40176,94832,58256,245168,BERMUDA
US4538386099,2013,305,193827,281784,25049,190473,183144,210412,118603,148601,72883,126739,191453,285514,119020,216728,46689,60489,270348,84624,UNITED STATES
US4538386099,2014,329,165583,80560,174322,63900,222538,101598,163696,254304,176671,92246,151918,19884,38782,253994,145605,273310,19513,187683,UNITED STATES
US4538386099,2015,323,54279,62439,94739,118802,126171,70766,164733,90372,44081,57907,123105,81785,235407,114215,161253,122711,202324,2814,UNITED STATES
US4538386099,2016,361,48472,252265,153996,271185,12762,54380,33983,188125,133595,18798,267204,181125,221130,166039,246419,253893,64240,286533,UNITED STATES
US4538386099,2017,386,174293,80188,101747,121373,71579,100460,220078,142028,241790,69252,213415,131304,70685,103348,170582,26210,253756,278672,UNITED STATES
US4538386099,2018,368,7051,48468,226644,221646,224521,201594,147458,146117,253751,179050,126164,127884,259066,96638,17025,273168,177636,41961,UNITED STATES
US4538386099,2019,334,34030,279457,22157,159624,141010,276664,20970,239096,54383,33485,140493,23013,241395,127731,145156,145322,109439,82241,UNITED STATES
US4538386099,2020,353,198996,255008,119338,281246,85673,204173,146014,179621,24135,244578,128698,265089,11937,68466,2783,216654,124545,92013,UNITED STATES
US4538386099,2021,343,77959,27410,174405,107798,66452,39438,102914,185144,275720,114633,282428,60435,1207,270611,214062,213911,269936,6788,UNITED STATES
US4538386099,2022,302,137438,234652,7895,36773,88268,32913,160945,246125,162206,151182,198557,196740,246773,134953,233910,34172,4865,51486,UNITED STATES
US4538386099,2023,331,13122,229732,263033,7176,15863,47590,210195,53180,219025,29158,7998,246935,40830,64069,38697,107804,158151,158203,UNITED STATES
CNE000001DX0,2013,292,226583,34341,43632,92382,208116,49995,277170,164186,105801,104368,196803,10678,203598,65387,164474,195234,58173,178597,CHINA
CNE000001DX0,2014,308,104477,213867,112553,260743,123961,12609,13734,159506,204101,40859,211533,266154,169332,52372,57360,131351,216579,222635,CHINA
CNE000001DX0,2015,302,155650,147070,160215,189010,185130,115818,225441,167819,45016,255773,45626,57252,143550,140240,28336,207616,263299,278286,CHINA
CNE000001DX0,2016,300,250520,209870,199301,16879,38062,151141,165394,205152,276578,56247,29245,143477,223810,60490,180937,233190,205499,171149,CHINA
CNE000001DX0,2017,324,167327,239480,281981,263614,223673,269220,72791,219957,61866,74039,189053,141049,19334,275065,9985,64655,217883,192700,CHINA
CNE000001DX0,2018,360,145695,44665,273766,140728,85606,271491,238632,188278,180645,231904,246981,245713,46746,270949,155043,174546,86558,1464,CHINA
CNE000001DX0,2019,400,229984,193474,247373,12386,168960,198431,32117,23356,82694,86377,174615,58737,261395,245765,49219,170613,162420,71809,CHINA
CNE000001DX0,2020,427,20342,76722,221068,122354,228683,233751,9952,126161,101615,129402,253428,268066,196809,223190,10039,189849,4670,105577,CHINA
CNE000001DX0,2021,412,57467,24216,205227,112066,206223,255658,20752,274842,157796,173674,22769,284462,99101,165964,45962,165551,202298,60106,CHINA
CNE000001DX0,2022,403,56026,85583,127024,70387,112673,71983,107624,192452,130744,21853,36712,280041,168944,185863,78865,138813,221315,54925,CHINA
CNE000001DX0,2023,420,183672,113149,144351,34246,82505,61389,2001,74536,267526,155128,157031,171818,235913,266840,88197,153322,65539,40919,CHINA
US8117078019,2013,302,147820,232396,208064,227709,164071,266777,238877,224428,225834,258698,59521,146534,132490,140411,119697,111626,258318,54788,UNITED STATES
US8117078019,2014,318,37480,116582,42276,60030,13554,153653,111066,13541,54450,180349,50986,246068,162088,212474,130157,151247,151296,15756,UNITED STATES
US8117078019,2015,321,190792,189044,139129,175625,283554,155420,136006,61012,194792,147767,21511,6857,176014,195992,165302,210895,88076,71873,UNITED STATES
US8117078019,2016,355,137674,17705,93679,57894,3278,203646,260024,20944,81090,67636,152076,206315,74108,83626,145120,176482,266662,162796,UNITED STATES
US8117078019,2017,350,188080,184999,280995,179535,228409,263740,86017,10264,156128,153318,113604,155508,265090,19964,81016,40048,174935,133876,UNITED STATES
US8117078019,2018,385,62743,233028,5906,267767,264614,118431,4622,278970,210826,146757,4394,280734,189693,184062,129763,57560,158071,236158,UNITED STATES
US8117078019,2019,378,44013,118380,120862,4875,143531,230068,35858,161731,222135,135459,153163,34527,81031,75676,165787,125203,190496,149984,UNITED STATES
US8117078019,2020,419,167717,31077,143394,98309,149693,170259,124497,5468,192248,265198,15054,251407,134763,232624,152803,214959,198976,88883,UNITED STATES
US8117078019,2021,444,37751,208292,252884,205839,209083,184926,241510,63515,238646,241176,223098,197903,46243,288374,678,26879,192928,3464,UNITED STATES
US8117078019,2022,442,86186,99674,90435,264298,6076,214847,171732,27205,155171,120914,266695,75400,104722,113631,94642,229116,4345,65740,UNITED STATES
US8117078019,2023,507,258170,58523,1124,177573,247382,252861,104941,143113,169417,160143,184080,4338,19143,211825,176250,209488,154649,120074,UNITED STATES
JP3761600000,2013,319,201226,219978,171568,137341,154479,230509,270787,10461,66220,126231,182772,284258,174099,127118,258322,141289,199967,125799,JAPAN
JP3761600000,2014,311,168689,236190,77137,1212,25099,217829,197971,2965,119457,244605,22547,85724,213859,87047,111544,266776,86726,19517,JAPAN
JP3761600000,2015,308,29888,149906,27122,126684,198304,29280,117858,286600,160314,187216,166021,76722,98785,285316,243503,101467,259247,155649,JAPAN
JP3761600000,2016,298,147762,56970,213671,153092,133355,185363,90977,143292,119391,28684,157837,269077,75846,274898,141158,203819,21524,54668,JAPAN
JP3761600000,2017,341,167123,269492,149057,63971,142809,52544,203629,216404,51995,172515,92518,100946,88788,98753,91175,243401,127464,265980,JAPAN
JP3761600000,2018,349,56288,20979,115253,120966,136818,282454,83769,91610,104347,69350,16655,259604,84984,86943,275307,32980,205950,277371,JAPAN
JP3761600000,2019,307,234686,165855,67303,108787,5253,109042,47719,279069,22173,137304,58060,116140,3680,8599,229902,50320,164415,76188,JAPAN
JP3761600000,2020,297,27973,234370,259696,251217,211862,97757,259948,270720,216294,71768,92167,270097,29603,237889,146341,142552,116660,207926,JAPAN
JP3761600000,2021,289,89572,210642,160099,269020,194566,229361,63943,227308,1047,28224,15193,190617,64461,16375,176094,75414,120182,30526,JAPAN
JP3761600000,2022,313,271817,199825,205139,236495,72490,153131,110203,279189,161646,72115,82567,181516,149042,111016,248522,76517,71907,150608,JAPAN
JP3761600000,2023,313,70342,174962,281305,194599,141430,114950,101311,246584,130060,262590,171381,6830,85486,71316,87549,72328,234946,102339,JAPAN
TW0002834009,2013,318,160303,99158,63619,226434,267504,257252,18602,27996,2136,172245,239509,86482,126696,138817,185555,245004,275401,186035,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2014,325,188275,146603,77190,117931,89606,187871,212198,29460,157699,134080,183195,119639,145906,190673,288167,262805,190525,52194,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2015,295,186639,59382,172853,212037,185677,169583,287924,21040,67710,19668,82800,174134,47593,203614,13075,90781,218645,178856,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2016,331,168560,288212,96441,26555,140682,63145,142021,242461,72147,26115,16111,136265,48087,163149,108077,81562,99031,192683,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2017,288,241086,59023,210888,172839,286443,129531,240265,119537,208216,246144,57398,172316,182831,242110,238868,264461,162151,255256,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2018,294,250286,119344,152063,95991,225990,251991,276511,88646,277083,38291,113752,211218,93977,54612,26736,268253,79079,217596,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2019,315,256348,64576,86627,83023,255554,160324,173978,157419,276336,233953,198297,208374,143550,268095,57770,37235,90744,248820,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2020,343,29323,154955,154271,87175,26832,101692,5678,100562,151356,261900,246706,102330,136723,125227,266997,242997,240392,140756,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2021,306,214861,29109,50169,242315,280790,42260,276139,261959,258954,22582,204278,257788,231632,34153,57964,17663,44574,173228,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2022,322,128134,258694,60497,100533,186828,10363,74255,67488,259003,237862,103209,266979,18378,60311,254472,143203,242211,137978,"TAIWAN, PROVINCE OF CHINA"
TW0002834009,2023,348,225964,263310,219644,54577,60681,162501,46198,125309,159202,65252,162966,73424,252692,107673,201523,229407,243635,218248,"TAIWAN, PROVINCE OF CHINA"
CNE1000031N8,2013,308,46084,237811,160246,175190,169900,8762,56854,119523,20182,283879,276756,64286,225947,102797,215062,45304,24162,245294,CHINA
CNE1000031N8,2014,306,128994,138629,44805,247472,47811,28319,126670,50552,96145,31174,256538,160573,140849,267438,137810,26972,40111,100620,CHINA
CNE1000031N8,2015,349,157444,216128,18321,219884,241983,195801,42372,47756,249772,208430,274597,108011,34813,158299,83134,165733,247847,56779,CHINA
CNE1000031N8,2016,315,54663,158445,183300,14920,161097,150544,195898,124989,161241,57548,99356,55400,240683,12398,156816,272073,195797,158643,CHINA
CNE1000031N8,2017,299,145755,198913,39436,198229,96537,159439,150805,64247,34555,198005,223918,281907,114640,216257,236790,112953,78432,263972,CHINA
CNE1000031N8,2018,327,32230,199975,176291,27173,44131,119280,222879,261443,6959,116726,163230,286087,140843,69710,269061,230239,196429,3791,CHINA
CNE1000031N8,2019,374,57136,87791,131372,75062,111701,71333,195673,173641,21966,155039,189762,76140,67265,103840,261823,246045,103350,53464,CHINA
CNE1000031N8,2020,330,276319,132541,89826,163136,152526,172009,107791,135354,51091,68689,262671,248051,183211,157788,41044,105481,20569,57776,CHINA
CNE1000031N8,2021,329,268216,153339,228912,194315,195342,35628,223441,261612,181579,165618,172216,146001,241768,115424,63298,124110,197497,73495,CHINA
CNE1000031N8,2022,334,198344,238772,62440,93260,135933,233852,145307,270880,51224,191185,138333,269563,163777,214025,79212,37181,92604,70477,CHINA
CNE1000031N8,2023,306,175039,94971,52069,279395,42238,70876,116151,87868,27938,74591,116878,258042,265533,142051,146058,205164,74514,177296,CHINA
DE0005785802,2013,315,74944,140942,62886,231965,119698,72522,230435,104176,158792,190810,23775,253944,36698,45288,140612,126981,259663,21642,GERMANY
DE0005785802,2014,343,147414,65063,127693,82236,57287,139501,156970,268908,136640,140471,137732,28706,7183,111012,174648,71075,52464,286091,GERMANY
DE0005785802,2015,309,150185,240996,266061,118700,220977,228740,271004,198521,57027,59498,56107,170162,54738,135925,125030,172138,16728,186239,GERMANY
DE0005785802,2016,334,93637,182933,71340,183656,19518,143063,158899,211552,72212,218858,131911,249955,239733,124795,48261,129490,65819,254384,GERMANY
DE0005785802,2017,299,4726,166966,242432,15394,6332,194722,177725,204567,271117,8676,273205,238930,101128,251527,166731,81035,44865,243371,GERMANY
DE0005785802,2018,325,235522,152443,27878,68013,119099,132105,5961,193288,76301,122742,76758,241069,229519,196120,1602,176194,27638,238355,GERMANY
DE0005785802,2019,310,263065,20614,222126,123526,8319,75125,101099,32333,46459,54545,110866,214402,106334,211817,12134,61709,155026,94387,GERMANY
DE0005785802,2020,307,240577,186415,513,198146,187293,47068,261365,98648,69336,107776,381,229620,256276,45964,221243,264521,37345,93875,GERMANY
DE0005785802,2021,335,93331,99024,64332,207903,203985,212809,250943,219683,223592,91425,259431,225353,38277,266349,183988,37059,146323,2525,GERMANY
DE0005785802,2022,299,191904,1542,128436,121672,92196,195335,175542,258961,102933,146579,287033,258818,118306,273087,135483,211492,204821,176033,GERMANY
DE0005785802,2023,305,285349,54137,266245,160517,156079,101833,189326,4490,4252,59830,218625,192726,240574,214390,141567,237557,22201,224536,GERMANY
NL0006237562,2013,289,119118,216542,45284,237260,153519,97768,117117,284669,159301,193987,62977,125729,194679,84075,138130,151615,44421,272102,NETHERLANDS
NL0006237562,2014,296,162632,132639,188251,272781,194596,182041,222394,159002,34066,276523,136391,232422,19048,155724,26062,278680,235501,174091,NETHERLANDS
NL0006237562,2015,292,1449,37661,143247,118029,213405,110412,152131,30342,180018,221135,87500,112868,69545,192673,114195,140922,59601,170072,NETHERLANDS
NL0006237562,2016,334,33268,270639,197318,254640,46675,170159,229127,208885,191466,126548,64133,72587,52965,176594,174138,181781,149780,222987,NETHERLANDS
NL0006237562,2017,329,14885,133553,262270,274382,151547,168763,77415,143292,280918,253801,34266,234367,193232,49598,11641,199264,148687,20072,NETHERLANDS
NL0006237562,2018,349,231895,63442,220536,213611,34341,250921,146246,97753,130870,23546,286427,227657,192872,72693,266377,150695,171340,161549,NETHERLANDS
NL0006237562,2019,309,159969,116888,144889,249818,63895,37209,107063,151124,139222,167657,233588,138469,169538,230582,124646,286191,281758,200907,NETHERLANDS
NL0006237562,2020,294,12028,32213,160981,198324,276219,111315,34886,200606,270318,158511,23640,210428,192357,178214,250759,35536,144147,72172,NETHERLANDS
NL0006237562,2021,297,164468,5642,210211,85748,243938,110502,213186,34331,82249,275690,288066,173093,106272,221436,73570,267310,186383,39851,NETHERLANDS
NL0006237562,2022,311,201019,60909,151721,242768,178623,231786,26424,223405,141551,264739,98017,258807,80034,245122,195998,31621,247020,115158,NETHERLANDS
NL0006237562,2023,320,107215,284508,42555,237515,227533,116478,179846,45828,207684,280663,183351,221406,106043,56815,199117,228749,167050,244010,NETHERLANDS
HK0293001514,2013,331,202578,102896,59843,137926,260828,176162,245541,144951,58071,63948,201997,154402,166999,28295,201604,72126,65431,101914,HONG KONG
HK0293001514,2014,326,81164,26167,45489,37752,280281,217281,225033,262313,240290,131409,10418,134667,70288,153595,147015,146731,20212,273080,HONG KONG
HK0293001514,2015,359,72296,155501,46899,252463,267299,188506,101276,47662,277913,32947,100922,141873,105981,92475,115308,184606,275004,235601,HONG KONG
HK0293001514,2016,322,157906,101318,41719,48856,48942,101066,149698,119054,166114,73565,16449,195447,128893,151629,13834,140885,66590,20002,HONG KONG
HK0293001514,2017,329,237348,229215,122584,287563,272841,208052,126247,209598,214314,239949,234566,27978,266268,224462,17069,53873,17353,29910,HONG KONG
HK0293001514,2018,361,212228,186684,69058,190547,24739,225320,263568,58124,85340,261023,148595,29235,175953,261379,14337,195957,244152,54202,HONG KONG
HK0293001514,2019,326,146278,284049,112832,202029,286722,139579,31454,141651,63946,174590,207626,108521,282726,235355,105339,129863,50162,81832,HONG KONG
HK0293001514,2020,321,102926,225113,112580,54746,281721,161970,36459,112853,186016,70029,154200,168653,112907,196293,114141,152507,16700,144853,HONG KONG
HK0293001514,2021,325,75690,287829,18024,175734,267483,255405,43025,53617,166098,147322,94526,164607,39879,168898,132034,70044,189287,283479,HONG KONG
HK0293001514,2022,347,51439,195944,23056,64861,177724,127490,48463,230599,37836,48186,69801,102295,126210,93102,163333,7962,169624,277845,HONG KONG
